formatted_date,date,close,high,low,open,volume,adjclose,changes
2021-10-23,2021-10-23,61744.0,59827.0,60695.0,61394.0,26882546034,61394.0,negative
2021-10-24,2021-10-24,61506.0,59643.0,61368.0,60931.0,27316183882,60931.0,negative
2021-10-25,2021-10-25,63729.0,60692.0,60894.0,63040.0,31064911614,63040.0,positive
2021-10-26,2021-10-26,63229.0,59991.0,63033.0,60364.0,34878965587,60364.0,negative
2021-10-27,2021-10-27,61435.0,58208.0,60352.0,58482.0,43657076893,58482.0,negative
2021-10-28,2021-10-28,62129.0,58207.0,58471.0,60622.0,45257083247,60622.0,positive
2021-10-29,2021-10-29,62928.0,60330.0,60625.0,62228.0,36856881767,62228.0,positive
2021-10-30,2021-10-30,62330.0,60918.0,62239.0,61889.0,32157938616,61889.0,negative
2021-10-31,2021-10-31,62406.0,60074.0,61850.0,61319.0,32241199927,61319.0,positive
2021-11-01,2021-11-01,62419.0,59695.0,61320.0,61004.0,36150572843,61004.0,positive
2021-11-02,2021-11-02,64243.0,60673.0,60963.0,63226.0,37746665647,63226.0,positive
2021-11-03,2021-11-03,63517.0,61184.0,63254.0,62970.0,36124731509,62970.0,negative
2021-11-04,2021-11-04,63123.0,60800.0,62942.0,61452.0,32615846901,61452.0,negative
2021-11-05,2021-11-05,62541.0,60845.0,61460.0,61126.0,30605102446,61126.0,negative
2021-11-06,2021-11-06,61591.0,60164.0,61069.0,61527.0,29094934221,61527.0,negative
2021-11-07,2021-11-07,63327.0,61432.0,61555.0,63327.0,24726754302,63327.0,positive
2021-11-08,2021-11-08,67674.0,63344.0,63344.0,67567.0,41125608330,67567.0,positive
2021-11-09,2021-11-09,68530.0,66382.0,67550.0,66972.0,42357991721,66972.0,positive
2021-11-10,2021-11-10,68790.0,63208.0,66953.0,64995.0,48730828378,64995.0,positive
2021-11-11,2021-11-11,65579.0,64180.0,64979.0,64950.0,35880633236,64950.0,negative
2021-11-12,2021-11-12,65461.0,62334.0,64864.0,64156.0,36084893887,64156.0,negative
2021-11-13,2021-11-13,64916.0,63304.0,64158.0,64470.0,30474228777,64470.0,negative
2021-11-14,2021-11-14,65495.0,63648.0,64455.0,65467.0,25122092191,65467.0,positive
2021-11-15,2021-11-15,66282.0,63548.0,65521.0,63558.0,30558763548,63558.0,positive
2021-11-16,2021-11-16,63721.0,59016.0,63721.0,60161.0,46844335592,60161.0,negative
2021-11-17,2021-11-17,60824.0,58515.0,60140.0,60368.0,39178392930,60368.0,negative
2021-11-18,2021-11-18,60948.0,56551.0,60360.0,56942.0,41388338699,56942.0,positive
2021-11-19,2021-11-19,58351.0,55705.0,56896.0,58120.0,38702407772,58120.0,negative
2021-11-20,2021-11-20,59860.0,57470.0,58115.0,59697.0,30624264863,59697.0,positive
2021-11-21,2021-11-21,60004.0,58619.0,59731.0,58730.0,26123447605,58730.0,positive
2021-11-22,2021-11-22,59266.0,55680.0,58707.0,56289.0,35036121783,56289.0,negative
2021-11-23,2021-11-23,57876.0,55633.0,56305.0,57569.0,37485803899,57569.0,negative
2021-11-24,2021-11-24,57803.0,55964.0,57566.0,56280.0,36635566789,56280.0,negative
2021-11-25,2021-11-25,59368.0,57147.0,57165.0,57275.0,34284016248,57275.0,positive
2021-11-26,2021-11-26,59183.0,53570.0,58960.0,53570.0,41810748221,53570.0,negative
2021-11-27,2021-11-27,55329.0,53668.0,53736.0,54815.0,30560857714,54815.0,negative
2021-11-28,2021-11-28,57394.0,53577.0,54813.0,57248.0,28116886357,57248.0,positive
2021-11-29,2021-11-29,58873.0,56793.0,57292.0,57807.0,32370840356,57807.0,positive
2021-11-30,2021-11-30,59113.0,56057.0,57830.0,57005.0,36708594618,57005.0,positive
2021-12-01,2021-12-01,59042.0,56553.0,56908.0,57230.0,36858195307,57230.0,negative
2021-12-02,2021-12-02,57349.0,55895.0,57217.0,56478.0,32379968686,56478.0,negative
2021-12-03,2021-12-03,57482.0,52497.0,56509.0,53598.0,39789134215,53598.0,positive
2021-12-04,2021-12-04,53905.0,42875.0,53728.0,49201.0,61385677469,49201.0,negative
2021-12-05,2021-12-05,49768.0,47857.0,49202.0,49369.0,37198201161,49369.0,negative
2021-12-06,2021-12-06,50930.0,47281.0,49413.0,50583.0,37707308001,50583.0,positive
2021-12-07,2021-12-07,51935.0,50176.0,50582.0,50700.0,33676814852,50700.0,positive
2021-12-08,2021-12-08,51171.0,48766.0,50668.0,50505.0,28479699446,50505.0,negative
2021-12-09,2021-12-09,50797.0,47358.0,50450.0,47672.0,29603577251,47672.0,negative
2021-12-10,2021-12-10,50015.0,47024.0,47642.0,47243.0,30966005122,47243.0,negative
2021-12-11,2021-12-11,49458.0,46942.0,47265.0,49363.0,25775869261,49363.0,negative
2021-12-12,2021-12-12,50725.0,48726.0,49355.0,50098.0,21939223599,50098.0,positive
2021-12-13,2021-12-13,50205.0,45895.0,50115.0,46737.0,32166727776,46737.0,negative
2021-12-14,2021-12-14,48431.0,46424.0,46710.0,46613.0,34638619079,46613.0,negative
2021-12-15,2021-12-15,49474.0,46672.0,48380.0,48897.0,36541828520,48897.0,positive
2021-12-16,2021-12-16,49426.0,47530.0,48900.0,47665.0,27268150947,47665.0,negative
2021-12-17,2021-12-17,48005.0,45618.0,47654.0,46202.0,32902725329,46202.0,negative
2021-12-18,2021-12-18,47314.0,45598.0,46219.0,46849.0,26098292690,46849.0,negative
2021-12-19,2021-12-19,48090.0,46503.0,46854.0,46707.0,25154053861,46707.0,positive
2021-12-20,2021-12-20,47402.0,45580.0,46707.0,46880.0,30961902129,46880.0,negative
2021-12-21,2021-12-21,49301.0,46699.0,46886.0,48937.0,27055803928,48937.0,positive
2021-12-22,2021-12-22,49545.0,48451.0,48937.0,48629.0,24447979559,48629.0,positive
2021-12-23,2021-12-23,51332.0,48066.0,48626.0,50785.0,28223878108,50785.0,positive
2021-12-24,2021-12-24,51814.0,50514.0,50806.0,50822.0,24367912228,50822.0,positive
2021-12-25,2021-12-25,51177.0,50237.0,50855.0,50430.0,19030650914,50430.0,negative
2021-12-26,2021-12-26,51196.0,49623.0,50429.0,50810.0,20964372926,50810.0,positive
2021-12-27,2021-12-27,51956.0,50499.0,50803.0,50640.0,24324345758,50640.0,positive
2021-12-28,2021-12-28,50680.0,47414.0,50680.0,47589.0,33430376883,47589.0,negative
2021-12-29,2021-12-29,48120.0,46201.0,47624.0,46445.0,30049226299,46445.0,negative
2021-12-30,2021-12-30,47880.0,46060.0,46491.0,47178.0,26686491018,47178.0,negative
2021-12-31,2021-12-31,48473.0,45820.0,47169.0,46306.0,36974172400,46306.0,positive
2022-01-01,2022-01-01,47827.0,46288.0,46312.0,47687.0,24582667004,47687.0,negative
2022-01-02,2022-01-02,47881.0,46857.0,47681.0,47345.0,27951569547,47345.0,positive
2022-01-03,2022-01-03,47511.0,45836.0,47344.0,46458.0,33071628362,46458.0,negative
2022-01-04,2022-01-04,47407.0,45752.0,46459.0,45898.0,42494677905,45898.0,negative
2022-01-05,2022-01-05,46929.0,42798.0,45899.0,43569.0,36851084859,43569.0,negative
2022-01-06,2022-01-06,43749.0,42646.0,43566.0,43161.0,30208048289,43161.0,negative
2022-01-07,2022-01-07,43154.0,41077.0,43154.0,41558.0,84196607520,41558.0,negative
2022-01-08,2022-01-08,42229.0,40672.0,41561.0,41734.0,28066355845,41734.0,negative
2022-01-09,2022-01-09,42664.0,41338.0,41735.0,41912.0,21294384372,41912.0,positive
2022-01-10,2022-01-10,42199.0,39797.0,41910.0,41821.0,32104232331,41821.0,negative
2022-01-11,2022-01-11,43001.0,41408.0,41820.0,42736.0,26327648900,42736.0,positive
2022-01-12,2022-01-12,44135.0,42529.0,42742.0,43949.0,33499938689,43949.0,positive
2022-01-13,2022-01-13,44278.0,42447.0,43947.0,42592.0,47691135082,42592.0,positive
2022-01-14,2022-01-14,43347.0,41983.0,42599.0,43100.0,23577403399,43100.0,negative
2022-01-15,2022-01-15,43725.0,42669.0,43102.0,43177.0,18371348298,43177.0,positive
2022-01-16,2022-01-16,43437.0,42691.0,43172.0,43114.0,17902097845,43114.0,negative
2022-01-17,2022-01-17,43179.0,41680.0,43118.0,42251.0,21690904261,42251.0,negative
2022-01-18,2022-01-18,42534.0,41392.0,42250.0,42376.0,22417209227,42376.0,negative
2022-01-19,2022-01-19,42478.0,41243.0,42374.0,41744.0,23091543258,41744.0,negative
2022-01-20,2022-01-20,43413.0,40673.0,41744.0,40680.0,20382033940,40680.0,positive
2022-01-21,2022-01-21,41061.0,35791.0,40700.0,36457.0,43011992031,36457.0,negative
2022-01-22,2022-01-22,36689.0,34349.0,36472.0,35030.0,39714385405,35030.0,negative
2022-01-23,2022-01-23,36433.0,34785.0,35047.0,36277.0,26017975951,36277.0,negative
2022-01-24,2022-01-24,37248.0,33184.0,36276.0,36654.0,41856658597,36654.0,positive
2022-01-25,2022-01-25,37445.0,35779.0,36655.0,36954.0,26428189594,36954.0,positive
2022-01-26,2022-01-26,38825.0,36375.0,36951.0,36852.0,31324598034,36852.0,positive
2022-01-27,2022-01-27,37148.0,35629.0,36842.0,37138.0,25041426629,37138.0,negative
2022-01-28,2022-01-28,37953.0,36211.0,37128.0,37784.0,22238830523,37784.0,positive
2022-01-29,2022-01-29,38576.0,37406.0,37781.0,38138.0,17194183075,38138.0,positive
2022-01-30,2022-01-30,38266.0,37438.0,38152.0,37918.0,14643548444,37918.0,negative
2022-01-31,2022-01-31,38647.0,36734.0,37920.0,38483.0,20734730465,38483.0,positive
2022-02-01,2022-02-01,39115.0,38114.0,38482.0,38743.0,20288500328,38743.0,positive
2022-02-02,2022-02-02,38835.0,36833.0,38744.0,36953.0,19155189416,36953.0,negative
2022-02-03,2022-02-03,37155.0,36376.0,36945.0,37155.0,18591534769,37155.0,negative
2022-02-04,2022-02-04,41528.0,37094.0,37149.0,41501.0,29412210792,41501.0,positive
2022-02-05,2022-02-05,41847.0,41038.0,41501.0,41441.0,19652846215,41441.0,positive
2022-02-06,2022-02-06,42501.0,41245.0,41441.0,42412.0,16142097334,42412.0,positive
2022-02-07,2022-02-07,44402.0,41748.0,42407.0,43840.0,28641855926,43840.0,positive
2022-02-08,2022-02-08,45294.0,42808.0,43855.0,44118.0,33079398868,44118.0,positive
2022-02-09,2022-02-09,44728.0,43233.0,44097.0,44339.0,23245887300,44339.0,negative
2022-02-10,2022-02-10,45661.0,43403.0,44348.0,43565.0,32142048537,43565.0,positive
2022-02-11,2022-02-11,43811.0,42115.0,43571.0,42408.0,26954925781,42408.0,negative
2022-02-12,2022-02-12,42993.0,41853.0,42412.0,42244.0,18152390304,42244.0,negative
2022-02-13,2022-02-13,42693.0,41951.0,42237.0,42198.0,14741589015,42198.0,negative
2022-02-14,2022-02-14,42776.0,41682.0,42157.0,42587.0,20827783012,42587.0,positive
2022-02-15,2022-02-15,44667.0,42491.0,42586.0,44575.0,22721659051,44575.0,positive
2022-02-16,2022-02-16,44578.0,43457.0,44578.0,43962.0,19792547657,43962.0,negative
2022-02-17,2022-02-17,44133.0,40249.0,43937.0,40538.0,26246662813,40538.0,negative
2022-02-18,2022-02-18,40929.0,39638.0,40552.0,40031.0,23310007704,40031.0,negative
2022-02-19,2022-02-19,40419.0,39713.0,40026.0,40122.0,13736557863,40122.0,negative
2022-02-20,2022-02-20,40120.0,38113.0,40118.0,38431.0,18340576452,38431.0,negative
2022-02-21,2022-02-21,39394.0,36950.0,38423.0,37075.0,29280402798,37075.0,negative
2022-02-22,2022-02-22,38360.0,36489.0,37069.0,38286.0,25493150450,38286.0,negative
2022-02-23,2022-02-23,39122.0,37202.0,38285.0,37297.0,21849073843,37297.0,positive
2022-02-24,2022-02-24,38969.0,34459.0,37279.0,38333.0,46383802093,38333.0,negative
2022-02-25,2022-02-25,39630.0,38111.0,38334.0,39214.0,26545599159,39214.0,positive
2022-02-26,2022-02-26,40005.0,38703.0,39213.0,39105.0,17467554129,39105.0,positive
2022-02-27,2022-02-27,39779.0,37269.0,39099.0,37710.0,23450127612,37710.0,negative
2022-02-28,2022-02-28,43760.0,37518.0,37706.0,43193.0,35690014104,43193.0,positive
2022-03-01,2022-03-01,44794.0,42953.0,43195.0,44355.0,32479047645,44355.0,positive
2022-03-02,2022-03-02,45078.0,43433.0,44358.0,43924.0,29183112630,43924.0,positive
2022-03-03,2022-03-03,44022.0,41915.0,43925.0,42452.0,24967782593,42452.0,negative
2022-03-04,2022-03-04,42480.0,38806.0,42458.0,39138.0,28516271427,39138.0,negative
2022-03-05,2022-03-05,39566.0,38777.0,39148.0,39401.0,16975917450,39401.0,negative
2022-03-06,2022-03-06,39640.0,38212.0,39404.0,38420.0,19745229902,38420.0,positive
2022-03-07,2022-03-07,39430.0,37260.0,38429.0,38062.0,28546143503,38062.0,negative
2022-03-08,2022-03-08,39304.0,37957.0,38060.0,38737.0,25776583476,38737.0,negative
2022-03-09,2022-03-09,42466.0,38706.0,38743.0,41983.0,32284121034,41983.0,positive
2022-03-10,2022-03-10,42005.0,38833.0,41974.0,39437.0,31078064711,39437.0,negative
2022-03-11,2022-03-11,40082.0,38347.0,39440.0,38795.0,26364890465,38795.0,negative
2022-03-12,2022-03-12,39309.0,38773.0,38794.0,38904.0,14616450657,38904.0,negative
2022-03-13,2022-03-13,39209.0,37728.0,38885.0,37850.0,17300745310,37850.0,negative
2022-03-14,2022-03-14,39742.0,37681.0,37846.0,39667.0,24322159070,39667.0,positive
2022-03-15,2022-03-15,39795.0,38310.0,39664.0,39339.0,23934000868,39339.0,positive
2022-03-16,2022-03-16,41465.0,39022.0,39336.0,41144.0,39616916192,41144.0,positive
2022-03-17,2022-03-17,41288.0,40663.0,41141.0,40951.0,22009601093,40951.0,negative
2022-03-18,2022-03-18,42196.0,40302.0,40945.0,41801.0,34421564942,41801.0,positive
2022-03-19,2022-03-19,42317.0,41603.0,41795.0,42191.0,19664853187,42191.0,positive
2022-03-20,2022-03-20,42241.0,41005.0,42191.0,41248.0,20127946682,41248.0,negative
2022-03-21,2022-03-21,41454.0,40668.0,41246.0,41078.0,24615543271,41078.0,negative
2022-03-22,2022-03-22,43125.0,40948.0,41074.0,42359.0,32004652376,42359.0,positive
2022-03-23,2022-03-23,42894.0,41878.0,42364.0,42893.0,25242943069,42893.0,negative
2022-03-24,2022-03-24,44132.0,42726.0,42887.0,43961.0,31042992291,43961.0,positive
2022-03-25,2022-03-25,44999.0,43706.0,43965.0,44349.0,30574413034,44349.0,positive
2022-03-26,2022-03-26,44736.0,44166.0,44350.0,44501.0,16950455995,44501.0,negative
2022-03-27,2022-03-27,46828.0,44437.0,44505.0,46820.0,28160889722,46820.0,positive
2022-03-28,2022-03-28,48087.0,46690.0,46822.0,47128.0,36362175703,47128.0,positive
2022-03-29,2022-03-29,48022.0,47100.0,47100.0,47466.0,31397059069,47466.0,negative
2022-03-30,2022-03-30,47655.0,46746.0,47457.0,47063.0,29333883962,47063.0,negative
2022-03-31,2022-03-31,47512.0,45391.0,47062.0,45539.0,33327427106,45539.0,negative
2022-04-01,2022-04-01,46616.0,44403.0,45554.0,46282.0,38162644287,46282.0,negative
2022-04-02,2022-04-02,47028.0,45783.0,46286.0,45869.0,29336594194,45869.0,positive
2022-04-03,2022-04-03,47313.0,45634.0,45859.0,46454.0,25414397610,46454.0,positive
2022-04-04,2022-04-04,46791.0,45236.0,46445.0,46623.0,32499785455,46623.0,negative
2022-04-05,2022-04-05,47106.0,45545.0,46625.0,45556.0,29640604055,45556.0,positive
2022-04-06,2022-04-06,45544.0,43194.0,45544.0,43207.0,39393395788,43207.0,negative
2022-04-07,2022-04-07,43861.0,42900.0,43208.0,43504.0,26101973106,43504.0,negative
2022-04-08,2022-04-08,43903.0,42183.0,43505.0,42288.0,27215995394,42288.0,positive
2022-04-09,2022-04-09,42787.0,42183.0,42282.0,42782.0,16050772496,42782.0,negative
2022-04-10,2022-04-10,43376.0,42021.0,42781.0,42208.0,17654475582,42208.0,positive
2022-04-11,2022-04-11,42425.0,39373.0,42201.0,39522.0,33949912166,39522.0,negative
2022-04-12,2022-04-12,40618.0,39388.0,39534.0,40127.0,30991500854,40127.0,negative
2022-04-13,2022-04-13,41430.0,39713.0,40124.0,41167.0,27691105228,41167.0,positive
2022-04-14,2022-04-14,41451.0,39696.0,41160.0,39936.0,24342001973,39936.0,positive
2022-04-15,2022-04-15,40618.0,39867.0,39939.0,40553.0,21756855753,40553.0,negative
2022-04-16,2022-04-16,40634.0,40078.0,40552.0,40424.0,16833150693,40424.0,positive
2022-04-17,2022-04-17,40571.0,39621.0,40418.0,39717.0,19087633042,39717.0,negative
2022-04-18,2022-04-18,40986.0,38696.0,39721.0,40826.0,33705182072,40826.0,positive
2022-04-19,2022-04-19,41673.0,40619.0,40828.0,41503.0,25303206547,41503.0,positive
2022-04-20,2022-04-20,42126.0,40961.0,41502.0,41374.0,27819532341,41374.0,positive
2022-04-21,2022-04-21,42894.0,40064.0,41372.0,40527.0,35372786395,40527.0,positive
2022-04-22,2022-04-22,40778.0,39315.0,40526.0,39740.0,28011716745,39740.0,negative
2022-04-23,2022-04-23,39936.0,39352.0,39739.0,39487.0,16138021249,39487.0,negative
2022-04-24,2022-04-24,39846.0,39234.0,39478.0,39469.0,17964398167,39469.0,negative
2022-04-25,2022-04-25,40492.0,38338.0,39473.0,40458.0,35445730570,40458.0,positive
2022-04-26,2022-04-26,40714.0,37885.0,40448.0,38117.0,34569088416,38117.0,positive
2022-04-27,2022-04-27,39398.0,37997.0,38120.0,39241.0,30981015184,39241.0,negative
2022-04-28,2022-04-28,40269.0,38941.0,39241.0,39774.0,33903704907,39774.0,positive
2022-04-29,2022-04-29,39887.0,38236.0,39769.0,38610.0,30882994649,38610.0,negative
2022-04-30,2022-04-30,38771.0,37698.0,38606.0,37715.0,23895713731,37715.0,negative
2022-05-01,2022-05-01,38628.0,37586.0,37713.0,38469.0,27002760110,38469.0,negative
2022-05-02,2022-05-02,39075.0,38157.0,38472.0,38529.0,32922642426,38529.0,positive
2022-05-03,2022-05-03,38630.0,37586.0,38528.0,37750.0,27326943244,37750.0,negative
2022-05-04,2022-05-04,39903.0,37732.0,37748.0,39698.0,36754404490,39698.0,positive
2022-05-05,2022-05-05,39789.0,35857.0,39696.0,36575.0,43106256317,36575.0,negative
2022-05-06,2022-05-06,36624.0,35482.0,36573.0,36041.0,37795577489,36041.0,negative
2022-05-07,2022-05-07,36130.0,34941.0,36043.0,35502.0,24375896406,35502.0,negative
2022-05-08,2022-05-08,35503.0,33879.0,35503.0,34059.0,36763041910,34059.0,negative
2022-05-09,2022-05-09,34222.0,30297.0,34060.0,30297.0,63355494961,30297.0,negative
2022-05-10,2022-05-10,32596.0,29945.0,30274.0,31023.0,59811038817,31023.0,negative
2022-05-11,2022-05-11,32013.0,28170.0,31016.0,28936.0,70388855818,28936.0,negative
2022-05-12,2022-05-12,30032.0,26350.0,28937.0,29048.0,66989173272,29048.0,negative
2022-05-13,2022-05-13,30925.0,28782.0,29031.0,29283.0,42841124537,29283.0,positive
2022-05-14,2022-05-14,30193.0,28703.0,29286.0,30101.0,28579868620,30101.0,negative
2022-05-15,2022-05-15,31308.0,29528.0,30099.0,31305.0,25835372065,31305.0,positive
2022-05-16,2022-05-16,31305.0,29252.0,31304.0,29863.0,32613897286,29863.0,negative
2022-05-17,2022-05-17,30694.0,29570.0,29862.0,30426.0,29101473475,30426.0,negative
2022-05-18,2022-05-18,30619.0,28720.0,30424.0,28720.0,31285268319,28720.0,negative
2022-05-19,2022-05-19,30431.0,28709.0,28720.0,30314.0,33773447707,30314.0,negative
2022-05-20,2022-05-20,30665.0,28794.0,30311.0,29201.0,30749382605,29201.0,positive
2022-05-21,2022-05-21,29589.0,29027.0,29200.0,29432.0,17274840442,29432.0,negative
2022-05-22,2022-05-22,30426.0,29275.0,29432.0,30324.0,21631532270,30324.0,positive
2022-05-23,2022-05-23,30591.0,28976.0,30309.0,29099.0,31483454557,29099.0,positive
2022-05-24,2022-05-24,29774.0,28787.0,29101.0,29656.0,26616506245,29656.0,negative
2022-05-25,2022-05-25,30158.0,29385.0,29653.0,29562.0,27525063551,29562.0,positive
2022-05-26,2022-05-26,29834.0,28262.0,29565.0,29267.0,36774325352,29267.0,negative
2022-05-27,2022-05-27,29347.0,28327.0,29251.0,28628.0,36582005748,28628.0,negative
2022-05-28,2022-05-28,28815.0,28555.0,28623.0,28815.0,35519577634,28815.0,negative
2022-05-29,2022-05-29,29498.0,28841.0,29020.0,29446.0,18093886409,29446.0,positive
2022-05-30,2022-05-30,31950.0,29304.0,29443.0,31726.0,39277993274,31726.0,positive
2022-05-31,2022-05-31,32250.0,31286.0,31724.0,31792.0,33538210634,31792.0,positive
2022-06-01,2022-06-01,31957.0,29502.0,31793.0,29799.0,41135817341,29799.0,negative
2022-06-02,2022-06-02,30605.0,29653.0,29795.0,30467.0,29083562061,30467.0,negative
2022-06-03,2022-06-03,30633.0,29376.0,30468.0,29704.0,26175547452,29704.0,positive
2022-06-04,2022-06-04,29931.0,29500.0,29706.0,29833.0,16588370958,29833.0,negative
2022-06-05,2022-06-05,30118.0,29574.0,29835.0,29907.0,17264085441,29907.0,positive
2022-06-06,2022-06-06,31693.0,29894.0,29910.0,31371.0,31947336829,31371.0,positive
2022-06-07,2022-06-07,31490.0,29312.0,31372.0,31155.0,40770974039,31155.0,negative
2022-06-08,2022-06-08,31254.0,29944.0,31151.0,30214.0,30242059107,30214.0,negative
2022-06-09,2022-06-09,30609.0,30020.0,30215.0,30112.0,21692004719,30112.0,negative
2022-06-10,2022-06-10,30246.0,28978.0,30110.0,29084.0,29867476527,29084.0,negative
2022-06-11,2022-06-11,29402.0,28236.0,29085.0,28361.0,27246574439,28361.0,negative
2022-06-12,2022-06-12,28503.0,26763.0,28374.0,26763.0,34163220274,26763.0,negative
2022-06-13,2022-06-13,26796.0,22141.0,26738.0,22487.0,68204556440,22487.0,negative
2022-06-14,2022-06-14,23019.0,20951.0,22488.0,22207.0,50913575242,22207.0,negative
2022-06-15,2022-06-15,22643.0,20178.0,22197.0,22573.0,54912007015,22573.0,negative
2022-06-16,2022-06-16,22869.0,20265.0,22576.0,20382.0,31183975654,20382.0,positive
2022-06-17,2022-06-17,21243.0,20327.0,20386.0,20471.0,27132421514,20471.0,negative
2022-06-18,2022-06-18,20736.0,17709.0,20473.0,19018.0,42009436760,19018.0,negative
2022-06-19,2022-06-19,20684.0,18067.0,19011.0,20553.0,35329942625,20553.0,negative
2022-06-20,2022-06-20,20913.0,19689.0,20553.0,20600.0,30818458597,20600.0,positive
2022-06-21,2022-06-21,21621.0,20415.0,20594.0,20711.0,28970212744,20711.0,positive
2022-06-22,2022-06-22,20836.0,19848.0,20719.0,19987.0,28574793478,19987.0,negative
2022-06-23,2022-06-23,21136.0,19950.0,19987.0,21086.0,26188097173,21086.0,positive
2022-06-24,2022-06-24,21473.0,20778.0,21085.0,21232.0,24957784918,21232.0,positive
2022-06-25,2022-06-25,21521.0,20965.0,21234.0,21502.0,18372538715,21502.0,positive
2022-06-26,2022-06-26,21784.0,21016.0,21496.0,21027.0,18027170497,21027.0,positive
2022-06-27,2022-06-27,21478.0,20620.0,21028.0,20735.0,20965695707,20735.0,negative
2022-06-28,2022-06-28,21164.0,20229.0,20732.0,20281.0,21381535161,20281.0,negative
2022-06-29,2022-06-29,20364.0,19938.0,20281.0,20104.0,23552740328,20104.0,negative
2022-06-30,2022-06-30,20141.0,18730.0,20108.0,19785.0,26267239923,19785.0,negative
2022-07-01,2022-07-01,20633.0,19074.0,19820.0,19269.0,30767551159,19269.0,positive
2022-07-02,2022-07-02,19372.0,19027.0,19275.0,19242.0,18100418740,19242.0,negative
2022-07-03,2022-07-03,19558.0,18967.0,19242.0,19297.0,16390821947,19297.0,positive
2022-07-04,2022-07-04,20259.0,19063.0,19297.0,20231.0,21594638208,20231.0,positive
2022-07-05,2022-07-05,20635.0,19341.0,20225.0,20190.0,26715546990,20190.0,positive
2022-07-06,2022-07-06,20596.0,19824.0,20195.0,20548.0,24598943708,20548.0,negative
2022-07-07,2022-07-07,21772.0,20296.0,20548.0,21638.0,25814972520,21638.0,positive
2022-07-08,2022-07-08,22315.0,21257.0,21637.0,21731.0,49899834488,21731.0,positive
2022-07-09,2022-07-09,21877.0,21446.0,21717.0,21592.0,29641127858,21592.0,negative
2022-07-10,2022-07-10,21591.0,20727.0,21591.0,20860.0,28688807249,20860.0,negative
2022-07-11,2022-07-11,20856.0,19925.0,20856.0,19971.0,24150249025,19971.0,negative
2022-07-12,2022-07-12,20043.0,19309.0,19970.0,19324.0,25810220018,19324.0,negative
2022-07-13,2022-07-13,20223.0,19000.0,19326.0,20212.0,33042430345,20212.0,positive
2022-07-14,2022-07-14,20790.0,19689.0,20211.0,20570.0,31158743333,20570.0,positive
2022-07-15,2022-07-15,21138.0,20397.0,20573.0,20836.0,25905575359,20836.0,positive
2022-07-16,2022-07-16,21514.0,20519.0,20834.0,21190.0,24302954056,21190.0,positive
2022-07-17,2022-07-17,21601.0,20778.0,21195.0,20779.0,22927802083,20779.0,positive
2022-07-18,2022-07-18,22633.0,20782.0,20782.0,22486.0,39974475562,22486.0,positive
2022-07-19,2022-07-19,23667.0,21683.0,22468.0,23389.0,48765202697,23389.0,positive
2022-07-20,2022-07-20,24197.0,23010.0,23393.0,23232.0,42932549127,23232.0,positive
2022-07-21,2022-07-21,23388.0,22431.0,23233.0,23165.0,33631012204,23165.0,negative
2022-07-22,2022-07-22,23672.0,22603.0,23164.0,22715.0,31421555646,22715.0,positive
2022-07-23,2022-07-23,22977.0,22003.0,22707.0,22465.0,24021799169,22465.0,negative
2022-07-24,2022-07-24,22974.0,22307.0,22466.0,22609.0,23565495303,22609.0,negative
2022-07-25,2022-07-25,22649.0,21362.0,22607.0,21362.0,35574561406,21362.0,negative
2022-07-26,2022-07-26,21361.0,20777.0,21361.0,21240.0,28624673855,21240.0,negative
2022-07-27,2022-07-27,22987.0,21071.0,21244.0,22931.0,31758955233,22931.0,positive
2022-07-28,2022-07-28,24110.0,22722.0,22934.0,23844.0,40212386158,23844.0,positive
2022-07-29,2022-07-29,24295.0,23481.0,23845.0,23805.0,35887249746,23805.0,positive
2022-07-30,2022-07-30,24573.0,23581.0,23797.0,23656.0,28148218301,23656.0,positive
2022-07-31,2022-07-31,24122.0,23276.0,23652.0,23337.0,23553591896,23337.0,negative
2022-08-01,2022-08-01,23465.0,22891.0,23337.0,23314.0,25849159141,23314.0,negative
2022-08-02,2022-08-02,23415.0,22710.0,23308.0,22978.0,28389250717,22978.0,negative
2022-08-03,2022-08-03,23579.0,22748.0,22981.0,22847.0,26288169966,22847.0,positive
2022-08-04,2022-08-04,23198.0,22486.0,22848.0,22631.0,25120229769,22631.0,negative
2022-08-05,2022-08-05,23423.0,22612.0,22627.0,23289.0,28881249043,23289.0,positive
2022-08-06,2022-08-06,23327.0,22961.0,23291.0,22961.0,15978259885,22961.0,negative
2022-08-07,2022-08-07,23359.0,22895.0,22964.0,23176.0,15886817043,23176.0,positive
2022-08-08,2022-08-08,24204.0,23177.0,23180.0,23809.0,28575544847,23809.0,positive
2022-08-09,2022-08-09,23899.0,22982.0,23811.0,23164.0,23555719219,23164.0,negative
2022-08-10,2022-08-10,24127.0,22772.0,23163.0,23948.0,32837431722,23948.0,positive
2022-08-11,2022-08-11,24823.0,23901.0,23948.0,23958.0,37127036580,23958.0,positive
2022-08-12,2022-08-12,24413.0,23657.0,23957.0,24403.0,27265804688,24403.0,negative
2022-08-13,2022-08-13,24860.0,24346.0,24402.0,24424.0,22987346289,24424.0,positive
2022-08-14,2022-08-14,24975.0,24206.0,24429.0,24319.0,22994133555,24319.0,positive
2022-08-15,2022-08-15,25136.0,23840.0,24318.0,24137.0,35123501685,24137.0,positive
