formatted_date,close,high,low,open,volume,adjclose,date,changes
2021-01-02,0.013698000460863113,0.005584000144153833,0.0056859999895095825,0.010614999569952488,3421562680,0.010614999569952488,2021-01-02,neutral
2021-01-03,0.013867000117897987,0.009409000165760517,0.010602000169456005,0.009770999662578106,2707003608,0.009770999662578106,2021-01-03,positive
2021-01-04,0.01142099965363741,0.007877999916672707,0.0097850002348423,0.009766999632120132,1372398979,0.009766999632120132,2021-01-04,negative
2021-01-05,0.010219000279903412,0.00897200033068657,0.009766999632120132,0.009920000098645687,687256067,0.009920000098645687,2021-01-05,negative
2021-01-06,0.010854000225663185,0.009685000404715538,0.009922999888658524,0.010464999824762344,749915516,0.010464999824762344,2021-01-06,positive
2021-01-07,0.010532000102102757,0.009162000380456448,0.010453999973833561,0.00974200014024973,520644706,0.00974200014024973,2021-01-07,negative
2021-01-08,0.010285000316798687,0.008985999971628189,0.009743000380694866,0.009846000000834465,394462164,0.009846000000834465,2021-01-08,negative
2021-01-09,0.010739999823272228,0.009739999659359455,0.009832999669015408,0.010193999856710434,485842353,0.010193999856710434,2021-01-09,positive
2021-01-10,0.010866999626159668,0.009177000261843204,0.010192999616265297,0.009859999641776085,458583519,0.009859999641776085,2021-01-10,positive
2021-01-11,0.009858000092208385,0.006769999861717224,0.009858000092208385,0.008834999985992908,637956958,0.008834999985992908,2021-01-11,negative
2021-01-12,0.009145000018179417,0.007903999648988247,0.008829999715089798,0.008062999695539474,333308457,0.008062999695539474,2021-01-12,negative
2021-01-13,0.008646000176668167,0.007786999922245741,0.008062000386416912,0.008616000413894653,240079033,0.008616000413894653,2021-01-13,negative
2021-01-14,0.010029999539256096,0.008348999544978142,0.00861900020390749,0.009397000074386597,428369039,0.009397000074386597,2021-01-14,positive
2021-01-15,0.009796000085771084,0.008460000157356262,0.00938900001347065,0.009368999861180782,398965925,0.009368999861180782,2021-01-15,negative
2021-01-16,0.009530999697744846,0.009139999747276306,0.009367000311613083,0.009265000000596046,258630480,0.009265000000596046,2021-01-16,negative
2021-01-17,0.009367000311613083,0.008840999566018581,0.009263000451028347,0.009066999889910221,254487989,0.009066999889910221,2021-01-17,negative
2021-01-18,0.00929499976336956,0.008980999700725079,0.009069999679923058,0.009170999750494957,205025648,0.009170999750494957,2021-01-18,negative
2021-01-19,0.009612999856472015,0.009019999764859676,0.009171999990940094,0.009097999893128872,249242632,0.009097999893128872,2021-01-19,positive
2021-01-20,0.009153000079095364,0.008528999984264374,0.009096000343561172,0.009060000069439411,220205442,0.009060000069439411,2021-01-20,negative
2021-01-21,0.009088999591767788,0.008061000145971775,0.00906199961900711,0.008166000247001648,215419839,0.008166000247001648,2021-01-21,negative
2021-01-22,0.008768999949097633,0.007654000073671341,0.008165000006556511,0.008523999713361263,185490003,0.008523999713361263,2021-01-22,negative
2021-01-23,0.008808000013232231,0.00838799960911274,0.00851999968290329,0.008578999899327755,154393737,0.008578999899327755,2021-01-23,positive
2021-01-24,0.008950999937951565,0.008515999652445316,0.008577999658882618,0.008727000094950199,162191977,0.008727000094950199,2021-01-24,positive
2021-01-25,0.008879000321030617,0.008275999687612057,0.008727000094950199,0.008383000269532204,180820875,0.008383000269532204,2021-01-25,negative
2021-01-26,0.008456000126898289,0.008022000081837177,0.008382000029087067,0.008255000226199627,161173749,0.008255000226199627,2021-01-26,negative
2021-01-27,0.0082590002566576,0.007294000126421452,0.008255000226199627,0.007482000160962343,204797186,0.007482000160962343,2021-01-27,negative
2021-01-28,0.03417700156569481,0.007350999861955643,0.007480999920517206,0.03408399969339371,10971544561,0.03408399969339371,2021-01-28,positive
2021-01-29,0.07797300070524216,0.03234099969267845,0.043733999133110046,0.047162000089883804,25403310432,0.047162000089883804,2021-01-29,positive
2021-01-30,0.049901001155376434,0.022487999871373177,0.04680300131440163,0.028176000341773033,8735576553,0.028176000341773033,2021-01-30,negative
2021-01-31,0.04528899863362312,0.027101999148726463,0.02819100022315979,0.037195999175310135,8548997882,0.037195999175310135,2021-01-31,negative
2021-02-01,0.04324999824166298,0.03336700052022934,0.037053998559713364,0.03487500175833702,6319224026,0.03487500175833702,2021-02-01,negative
2021-02-02,0.034926000982522964,0.029194999486207962,0.03491000086069107,0.03152000159025192,3090896595,0.03152000159025192,2021-02-02,negative
2021-02-03,0.03910500183701515,0.03114599920809269,0.03149300068616867,0.03711999952793121,3146856788,0.03711999952793121,2021-02-03,positive
2021-02-04,0.05786899849772453,0.035944998264312744,0.03722599893808365,0.05328899994492531,13040837601,0.05328899994492531,2021-02-04,positive
2021-02-05,0.0537399984896183,0.043540000915527344,0.053043000400066376,0.04693499952554703,6136160058,0.04693499952554703,2021-02-05,negative
2021-02-06,0.05830800160765648,0.04490400105714798,0.04693099856376648,0.05759499967098236,5946101275,0.05759499967098236,2021-02-06,positive
2021-02-07,0.08435700088739395,0.054239001125097275,0.05750200152397156,0.07878199964761734,14261024073,0.07878199964761734,2021-02-07,positive
2021-02-08,0.08494500070810318,0.06470199674367905,0.07835199683904648,0.07882499694824219,12844375210,0.07882499694824219,2021-02-08,positive
2021-02-09,0.08312799781560898,0.06562100350856781,0.07877299934625626,0.07006999850273132,7348840814,0.07006999850273132,2021-02-09,negative
2021-02-10,0.0810910016298294,0.06852500140666962,0.0701109990477562,0.07289600372314453,6785088422,0.07289600372314453,2021-02-10,negative
2021-02-11,0.07430099695920944,0.06829000264406204,0.072843998670578,0.0696759968996048,3818556739,0.0696759968996048,2021-02-11,negative
2021-02-12,0.07260999828577042,0.061445001512765884,0.06965000182390213,0.07006900012493134,4190843784,0.07006900012493134,2021-02-12,negative
2021-02-13,0.07164599746465683,0.0661349967122078,0.0700249969959259,0.06644999980926514,2618049766,0.06644999980926514,2021-02-13,negative
2021-02-14,0.06644800305366516,0.05672299861907959,0.06644800305366516,0.06253699958324432,3984667628,0.06253699958324432,2021-02-14,negative
2021-02-15,0.06392399966716766,0.04854699969291687,0.06256800144910812,0.05659100040793419,4944804938,0.05659100040793419,2021-02-15,negative
2021-02-16,0.05966800078749657,0.0509830005466938,0.056487999856472015,0.05352000147104263,3409478696,0.05352000147104263,2021-02-16,negative
2021-02-17,0.054983001202344894,0.048034001141786575,0.05352199822664261,0.049375999718904495,2976148723,0.049375999718904495,2021-02-17,negative
2021-02-18,0.061799000948667526,0.04898900166153908,0.04936299845576286,0.0595409981906414,4551943638,0.0595409981906414,2021-02-18,positive
2021-02-19,0.05949699878692627,0.054315000772476196,0.05943400040268898,0.055139001458883286,2949251418,0.055139001458883286,2021-02-19,negative
2021-02-20,0.06028600037097931,0.051628001034259796,0.055132001638412476,0.05438400059938431,3175468554,0.05438400059938431,2021-02-20,positive
2021-02-21,0.058428000658750534,0.05355599895119667,0.0543689988553524,0.055980000644922256,2450293068,0.055980000644922256,2021-02-21,negative
2021-02-22,0.06046599894762039,0.047095999121665955,0.05604400113224983,0.053725000470876694,3366757324,0.053725000470876694,2021-02-22,positive
2021-02-23,0.05376800149679184,0.042410001158714294,0.05369799956679344,0.04739199951291084,2394345361,0.04739199951291084,2021-02-23,negative
2021-02-24,0.05987299978733063,0.046215999871492386,0.04741400107741356,0.05655499920248985,4148511571,0.05655499920248985,2021-02-24,positive
2021-02-25,0.05780800059437752,0.049869000911712646,0.05661499872803688,0.05016700178384781,2356982022,0.05016700178384781,2021-02-25,negative
2021-02-26,0.05247199907898903,0.0487079992890358,0.05013800039887428,0.05048000067472458,1694323466,0.05048000067472458,2021-02-26,negative
2021-02-27,0.051920000463724136,0.04929700121283531,0.05050000175833702,0.05008300021290779,1286229526,0.05008300021290779,2021-02-27,negative
